"","text","emotion","polarity"
"1716","nespresso please can you open a leeds boutique so far weve tried paris london dublin and montpellierwe need one closer to home","joy","neutral"
"1717","nespresso news <U+2192> nespresso inventor says wife and rome cafe inspired podthe localch the localcoffee","unknown","positive"
"1718","probably the best coffee you could make at home nespresso","unknown","positive"
"1719","rt grandatgrasmere we love sundaymorningsstart the day right whilst staying at grandatgrasmere with a lovely nespresso coffee htt…","joy","positive"
"1720","best part of nespresso","unknown","positive"
"1721","whats the sidelight in spitting distance the nespresso d espresso machines refadnh","unknown","positive"
"1722","rt kitchencookshop saveonviaggio nespresso compatible coffee capsules nowfor nexthoursht…","joy","positive"
"1723","making nespresso with two pods<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E65>sundaymorning","unknown","positive"
"1724","nespresso inventor reveals inspiration behind the innovative productdeccan chronicle","unknown","positive"
"1725","nespresso inventor reveals inspiration behind the innovative productdeccan chronicle","unknown","positive"
"1726","nespresso inventor says wife and rome cafe inspired podthe localch","unknown","positive"
"1727","rt kwaichi nasrullahztbl morning isnt morning without my nespressothanks for the favourite","unknown","positive"
"1728","nespresso inventor says wife and rome cafe inspired podthe localch","unknown","positive"
"1729","popular nespresso machine reviewed","unknown","positive"
"1730","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1731","magimix nespresso inissia coffee machineblackvia ukdiscountssale","unknown","positive"
"1732","out of warranty leaking coffee machine secret repair tool securityscrewdriverbitset gingetweets jura krups aeg nespresso saeco fix","unknown","neutral"
"1733","rt kitchencookshop saveonviaggio nespresso compatible coffee capsules nowfor nexthoursht…","joy","positive"
"1734","rt dclifestyle nespresso inventor reveals inspiration behind the innovative product","unknown","positive"
"1735","nespresso inventor says wife and rome cafe inspired pod","unknown","positive"
"1736","just been forced to watch a terriblequality advert for nespresso perfectly representing the quality of nespresso","unknown","neutral"
"1737","just what i need after a sunday morning gym session supersunday nespresso painsauchocolat","unknown","neutral"
"1738","check out magimix nespresso inissia coffeemachineblack by magimix","unknown","positive"
"1739","sunday relaxing coffee nespresso doubleespresso relaxingsunday thenewyorkeramazontv…","unknown","positive"
"1740","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1741","oboom get your caffeine fix diy nespresso delonghi repair securityscrewdriverbitset brokencoffee","sadness","negative"
"1742","having so much fun with my new nespresso milk frother from homeandcook kildarevillage sunday…","unknown","negative"
"1743","lovely sunday morning coffee on the decking sundaymorning nespresso","unknown","positive"
"1744","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1745","nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1746","only love<U+2764><U+FE0F><U+2615><U+FE0F> nespresso","unknown","positive"
"1747","gourmesso alternative capsules for your nespresso coffee machine","unknown","positive"
"1748","nespresso inventor says wife rome cafe inspired the pod ltbrgtthe man who conceived of singleportion coffe","unknown","positive"
"1749","rt sussuidae gt nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre says he joinedrochdal…","unknown","positive"
"1750","wake me up nespresso nespressomoments sundaymorningcoffee sundaymorning weekendvibes lv…","unknown","positive"
"1751","fucking perfect nespresso coffee kaffee sonntag","unknown","positive"
"1752","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1753","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1754","whats the pit nigh the nespresso d espresso machines jiagdyb","joy","positive"
"1755","nespresso inventor reveals inspiration behind the innovative product","unknown","positive"
"1756","quite proud nespresso coffeepod double wall glass from coffeecupstweet","joy","neutral"
"1757","nespresso inventor reveals inspiration behind the innovative productdeccan chronicle","unknown","positive"
"1758","check out magimix nespresso inissia coffeemachineblack by magimix","unknown","positive"
"1759","rt insubcontinent world nespresso inventor says wife rome cafe inspired t link","unknown","positive"
"1760","world nespresso inventor says wife rome cafe inspired t link","unknown","positive"
"1761","world nespresso inventor says wife rome cafe inspired t link","unknown","positive"
"1762","tomsix wonder if nespresso do bird poo pods yet wouldnt fancy hand pressing it eww","joy","neutral"
"1763","eat more bacon nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre saysrochdale oldham","unknown","positive"
"1764","nespresso inventor reveals inspiration behind the innovative product","unknown","positive"
"1765","eat more bacon nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre saysrochdale heywood","unknown","positive"
"1766","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1767","nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1768","nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre says he joined nespakistan business","unknown","positive"
"1769","the reason i had to buy a nespresso machine after my last visit to amsterdam peterscuchina wholelattelove","unknown","negative"
"1770","rt sharaff nespresso pod inventor is a trained rocket engineer sofwath","unknown","positive"
"1771","nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre says he joined nestles packaging dept","unknown","positive"
"1772","pakistan nespresso inventor says wife rome cafe inspired the ‘pod’breakingnews","unknown","positive"
"1773","gt nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre says he joinedrochdale bury pig","unknown","positive"
"1774","nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre says he joined nestlepakistan news","unknown","positive"
"1775","pakistan news nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1776","pakistani women world nespresso nestle nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1777","nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1778","pakistani food world nespresso nestle nespresso inventor says wife rome cafe inspired the ‘pod’recipe","unknown","positive"
"1779","nespresso inventor says wife rome cafe inspired the ‘pod’etribune","unknown","positive"
"1780","nespresso inventor says wife rome cafe santeustachioinspired the podvia yahoonews","unknown","positive"
"1781","nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1782","we love sundaymorningsstart the day right whilst staying at grandatgrasmere with a lovely nespresso coffee","joy","positive"
"1783","mycookingfever nespresso coffeeholics heaven rt amp followed thanks barbliztan win amazing giveaway","surprise","positive"
"1784","nespresso inventor says wife rome cafe santeustachioinspired the podvia yahoonews","unknown","positive"
"1785","the feeling i am getting a limited edition piaget watch as a present not simply a mug nespresso you exaggerate","unknown","negative"
"1786","nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1787","nespresso is amazing america why havent we caught up europe","surprise","positive"
"1788","nespresso hi please can you tell me which current capsule is nearest in taste to the limited edition péru secreto","joy","neutral"
"1789","rt awani awaninews nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1790","tribune nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1791","goodmorning sunday nespresso envivolungo coffee coffeejunk …","unknown","positive"
"1792","nespresso pod inventor is a trained rocket engineer sofwath","unknown","positive"
"1793","sitting in the lounge at this lovely boutique hotel the austria trend europanespresso machines in lounge","unknown","positive"
"1794","nespresso inventor says wife rome cafe inspired the ‘pod’ details","unknown","positive"
"1795","pakistan tv nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1796","exactly what i need nespresso coffee oserieuxstrand knokke heist","unknown","negative"
"1797","nespresso inventor says wife rome cafe inspired the ‘pod’ eric favre says he joined nestles packaging dept","unknown","positive"
"1798","nespresso inventor says wife rome cafe inspired the ‘pod’pakistan","unknown","positive"
"1799","nespresso inventor says wife rome cafe inspired the ‘pod’ standupforpakistan","unknown","positive"
"1800","pakistan health nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1801","get ideas nespresso inventor says wife rome cafe inspired the ‘pod’","sadness","negative"
"1802","rt awani awaninews nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1803","rt france nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1804","what better way to start off your sunday than with a homemade nespresso cappuchino","unknown","neutral"
"1805","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1806","sundaymorning peaceandquiet in my garden with nespresso indriya lungo sun summer lecreuset dontwakethewife","unknown","positive"
"1807","whats the modicum as regards the nespresso d espresso machines msiheag","unknown","positive"
"1808","waittilyahear im staring at the nespresso hoping it with turn on pod will fall in and it with brew by itself <U+2615><U+FE0F>","disgust","neutral"
"1809","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1810","when my nespresso machine didnt work this morning coffee coffeefix sundaymorning","unknown","positive"
"1811","my sunday funday will be spent waiting for s worth of coffee to be delivered you think george clooney will deliver <U+2615><U+FE0F><U+2615><U+FE0F> nespresso","unknown","positive"
"1812","check out magimix nespresso inissia coffeemachineblack by magimix","unknown","positive"
"1813","rt tweetaly nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1814","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1815","only way to start sunday nespresso frothy","unknown","negative"
"1816","best of nespresso citiz espresso machine get now bestbuy at","sadness","neutral"
"1817","customer experience what a load of cods very few stores provide a customer experience except apple nespresso most have few staff","unknown","positive"
"1818","rt france nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1819","omniccore teamenvyus i didnt know nespresso had an overwatch pro team","unknown","positive"
"1820","nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1821","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1822","nespresso inventor says wife rome cafe inspired the pod cafe","unknown","positive"
"1823","nespresso inventor says wife rome cafe inspired the pod cafe","unknown","positive"
"1824","nespresso inventor says wife rome cafe inspired the pod cafe","unknown","positive"
"1825","nespresso inventor says wife rome cafe inspired the pod cafe","unknown","positive"
"1826","nespresso inventor says wife rome cafe inspired the pod cafe","unknown","positive"
"1827","this video shows you how to make an embossed oval bracelet using bike inner tube and nespresso capsules","unknown","positive"
"1828","awaninews nespresso inventor says wife rome cafe inspired the pod …","unknown","positive"
"1829","nespresso inventor says wife rome cafe inspired the podbangkok post","unknown","positive"
"1830","rt awani awaninews nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1831","rt awani awaninews nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1832","rt awani awaninews nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1833","nespresso inventor eric favre poses with the first capsulesaintgermainlesarlay","unknown","positive"
"1834","rt awani awaninews nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1835","awaninews nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1836","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1837","nespresso inventor says wife rome cafe inspired the pod …eric favre not married an italian woman its","unknown","positive"
"1838","nespresso inissia espresso coffee makerchoose your color","unknown","positive"
"1839","nespresso inventor says wife rome cafe inspired the podbangkok post","unknown","positive"
"1840","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1841","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1842","rt france nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1843","rt france nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1844","“france nespresso inventor says wife rome cafe inspired the pod”","unknown","positive"
"1845","rt france nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1846","nespresso news <U+2192> nespresso inventor says wife rome cafe inspired the podbangkok post nespressocoffee","unknown","positive"
"1847","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1848","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1849","nespresso inventor says wife rome cafe inspired the pod saintbarthelemy switzerlandhad eric favre no","unknown","positive"
"1850","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1851","rt france nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1852","rt france nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1853","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1854","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1855","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1856","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1857","nespresso inventor says wife rome cafe inspired the ‘pod’","unknown","positive"
"1858","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1859","nespresso inventor says wife rome cafe inspired the ‘pod’ saintbarthelemy switzerland aug<U+2015> had eric","unknown","positive"
"1860","nespresso inventor says wife rome cafe inspired the ‘pod’ saintbarthelemy switzerland aug<U+2015> had eric","unknown","positive"
"1861","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1862","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1863","nespresso inventor says wife rome cafe inspired the podnespresso wife coffee rome","unknown","positive"
"1864","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1865","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1866","nespresso inventor says wife rome cafe inspired the podvia yahoonews","unknown","positive"
"1867","afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1868","whats the light helterskelter the nespresso d espresso machines zkvfsfv","unknown","positive"
"1869","rt afp nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1870","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1871","nespresso inventor says wife rome cafe inspired the pod saintbarthelemy switzerland…","unknown","positive"
"1872","nespresso inventor says wife rome cafe inspired the podhad eric favre not married an italian woman its possible none of us would be …","unknown","negative"
"1873","nespresso inventor says wife rome cafe inspired the…news business updates kgglobal","unknown","positive"
"1874","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1875","nespresso inventor says wife rome cafe inspired the podthe nation","unknown","negative"
"1876","nespresso inventor says wife rome cafe inspired the podfrance","unknown","positive"
"1877","nespresso inventor says wife rome cafe inspired the podfrance","unknown","positive"
"1878","business retail nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1879","rt espressonews nespresso news <U+2192> nespresso inventor says wife rome cafe inspired the podthe nation nespresso i …","unknown","negative"
"1880","nespresso gcausrene vertuoline coffee and espresso maker red by nespresso","unknown","positive"
"1881","nespresso prodigio smart app connected coffee amp espresso maker w milk frother","unknown","positive"
"1882","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1883","nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1884","nespresso inventor says wife rome cafe inspired the pod had eric favre not married an italian wdsnworld","unknown","positive"
"1885","nespresso inventor says wife rome cafe inspired the pod had eric favre not married an italian woman its","unknown","positive"
"1886","nespresso inventor says wife rome cafe inspired the podnespresso ericfavre coffee","unknown","positive"
"1887","bestpresso nespresso compatible gourmet coffee capsulesvariety packnatural espresso flavors","joy","positive"
"1888","nespresso inventor says wife rome cafe inspired the podauto pickup by wikyou","unknown","positive"
"1889","nespresso aeroccino milk frotherspecial aeroccinogbsilvervnew","unknown","positive"
"1890","photo shoot with the amazing smartpixphoto nespresso coffee photography","surprise","positive"
"1891","nespresso news <U+2192> nespresso inventor says wife rome cafe inspired the podthe nation nespresso icoffee","unknown","negative"
"1892","nespresso originalline capsules intense family by nespresso","unknown","positive"
"1893","jobs jobsearchnespresso inventor says wife rome cafe inspired the podsaintbarthel","unknown","positive"
"1894","nespresso inventor says wife rome cafe inspired the podthe nation","unknown","negative"
"1895","leftwingrubbish was gonna buy more online nespresso ones","unknown","positive"
"1896","ginaluciana my nespresso could never live up to that","joy","positive"
"1897","three awesome nespresso flavours to try out","unknown","neutral"
"1898","gdmug refillable capsule for nespresso coffee machine gdk coffee brown new","unknown","positive"
"1899","nespresso box","unknown","positive"
"1900","decisive espresso exploitation the nespresso d hqrxg","unknown","negative"
"1901","gdmug refillable capsule for nespresso coffee machine gdk coffee brown new","unknown","positive"
"1902","whats the clipping in re the nespresso d espresso machines odmyzks","unknown","positive"
"1903","nespresso inventor says wife rome cafe inspired the pod saintbarthelemy switzerlandhadnationejobs","unknown","positive"
"1904","breakingnewsnespresso inventor says wife rome cafe inspired the pod saintbarthelemy switzerlandh","unknown","positive"
"1905","nespresso inventor says wife rome cafe inspired the pod saintbarthelemy switzerlandhad eric favre no","unknown","positive"
"1906","asiatodaynews nespresso inventor says wife rome cafe inspired the pod saintbart","unknown","positive"
"1907","the nation nespresso inventor says wife rome cafe inspired the podthainewsrss","unknown","negative"
"1908","komchadluek nespresso inventor says wife rome cafe inspired the podthainewsrss","unknown","positive"
"1909","rt guimac nespresso kindle montblanc nespresso amazonkindle amazonbr montblancworld my sunday is perfect and yours …","unknown","positive"
"1910","breaking news nespresso inventor says wife rome cafe inspired the pod","unknown","positive"
"1911","not having slept much these past days my nespresso coffee machine is my connection to…","unknown","positive"
"1912","kwaichi nespresso i agree have a great weekend","joy","positive"
"1913","sales assistantleedsfull time roles availableleedsjob descriptionbeing a nespresso boutique sales","unknown","positive"
"1914","nespresso kindle montblanc nespresso amazonkindle amazonbr montblancworld my sunday is perfect and yours","unknown","positive"
"1915","jbwell morning isnt morning without my nespressothanks for the favourite","unknown","positive"
"1916","vegan starbucks eggnog latte copycat with nespresso","unknown","positive"
"1917","anyone know how to work a nespresso coffee machine","unknown","positive"
"1918","nestles nespresso now selling cuban coffee for us market","unknown","positive"
"1919","whats the sink of the nespresso d espresso machines tvwcgki","unknown","negative"
"1920","delonghi enb nespresso lattissima singleserve espresso maker black review","unknown","negative"
"1921","because we careeven though we use nespresso<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36>","unknown","positive"
"1922","nespresso inventor eric favre poses with the first capsulesainthelierje","unknown","positive"
"1923","gold start nespresso nespressomoments","unknown","positive"
"1924","scott at the nespresso boutique in walnut creek was very helpful bought a bag ofnew flavors","unknown","positive"
"1925","rt alinitytwitch any espresso connoisseurs i want to buy a machine something good not too expensive dont want nespresso dont feel…","joy","neutral"
"1926","nespresso vertuoline coffee and espresso maker with aeroccino plus milk frother black by nespresso","unknown","neutral"
"1927","staying up to watch ufcgotnespresso pods andkrispykreme donuts <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+2615><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+613C><U+3E39>","unknown","negative"
"1928","whats the dish anent the nespresso d espresso machines vdswvhn","unknown","positive"
"1929","comercial office nespresso empleo valencia ref","unknown","positive"
"1930","inexpensive nespresso vertuoline evoluo espresso machine get now bestbuy at","sadness","negative"
"1931","i checked in at nespresso on yelp","unknown","negative"
"1932","culrnutz dohobob yeah i got the right ones just i dont know i miss my nespresso","unknown","positive"
"1933","rt rowleyswebmall nespresso inissia espresso maker with aeroccino plus milk frother blacksavenow only","unknown","neutral"
"1934","i love nespresso the coffee machines club service cafes accessorieslove it all just got the new prodigioamazing nespressousa","joy","positive"
"1935","im at nespresso boutiquenespressousa in beverly hills ca","unknown","positive"
"1936","barrie have a nespresso youre getting jittery insiders hilarious","joy","neutral"
"1937","mbalulafikile boss u sud try sum nespresso it will will help u survive till am <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>","unknown","positive"
"1938","we will all be proud looking forwardda run coffee nespresso am","joy","positive"
"1939","nespresso nespressousa are you planning to release a vertuoline or evoluo with bluetooth like the prodigio but for vertuoline capsules","joy","positive"
"1940","list of things clairedavisnl and i have had to actively convince each other not to buyme nespresso machine claire pomeranian horse","unknown","negative"
"1941","whats the knowledge near enough to the nespresso d espresso machines zjfszjx","joy","positive"
"1942","the best hangover cure nespressobristol united kingdom","unknown","positive"
"1943","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1944","best of nespresso vertuoline coffee ampamp espresso machine order now bestbuy at","unknown","positive"
"1945","bassam morning isnt morning without my nespressothanks for the favourite","unknown","positive"
"1946","im at nespresso boutiquenespressousa in beverly hills ca","unknown","positive"
"1947","im at nespresso boutique bar bostonnespressousa in boston ma","joy","negative"
"1948","coffee break with dana banana <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+623C><U+3E30>nespresso cafe northpark","unknown","negative"
"1949","one capsule of cafecito de cuba sells forvia nbcnews","unknown","positive"
"1950","if realdonaldtrump can lower the cost of living so that i can purchase more coffee for my nespresso machine i will gladly vote for him","unknown","positive"
"1951","whats the smithereen far and wide the nespresso d espresso machines yrfcicr","unknown","positive"
"1952","i just went to the nespresso boutique","unknown","positive"
"1953","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1954","nespresso cafe","unknown","positive"
"1955","even martians need nespresso themartian movienight","unknown","neutral"
"1956","nespresso what else","unknown","positive"
"1957","nespresso inissia espresso machine coffeemaker coffee maker kitchen capsules…","unknown","positive"
"1958","im now the duke of nespresso boutique bar on yelp","joy","negative"
"1959","nespresso originalline capsules intense family by nespresso","unknown","positive"
"1960","poulpita nespresso arome sardine what else barf","unknown","positive"
"1961","nestles nespresso now selling cuban coffee for us market <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>coffee","unknown","positive"
"1962","i just have two little things on my x mas list this year nespresso and a pug thats all","unknown","negative"
"1963","im at nespresso in fortdefrance martinique","unknown","positive"
"1964","using deep learning models on nespresso images","unknown","neutral"
"1965","rt easepods better fresher easier nespresso get your promo code todaynespressomornings nespresso …","sadness","positive"
"1966","using deep learning models on nespresso images one great resource in machine learning is pretrained neural","joy","neutral"
"1967","whats the butt regarding the nespresso d espresso machines rjunten","unknown","positive"
"1968","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1969","alinitytwitch i do have a nespresso haha a bit expensive but worth it p","unknown","neutral"
"1970","espressionebicaf decaf capsules for most nespresso machines packmulti","unknown","positive"
"1971","<U+2615><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E63>nespresso in puteaux","unknown","positive"
"1972","so excited to try the new cafecito de cuba nespresso <U+2615><U+FE0F>","unknown","neutral"
"1973","what else nespresso","unknown","positive"
"1974","we use topbest arabica coffees in our espresso coffee nespresso capsules ristretto","unknown","positive"
"1975","rt withfranca looking back learning about coffee with nespressopbloggers mbloggers","unknown","positive"
"1976","rednextdoor i better get me a nespresso then","sadness","neutral"
"1977","fayebedding nespresso no not necessarily the noise is just very recognisable","unknown","positive"
"1978","nestles nespresso now selling cuban coffee for us market","unknown","positive"
"1979","check out magimix nespresso inissia coffeemachineblack by magimix","unknown","positive"
"1980","rt alinitytwitch any espresso connoisseurs i want to buy a machine something good not too expensive dont want nespresso dont feel…","joy","neutral"
"1981","rt thecarnerosinn we have inroom nespresso machines with milk frothers and complimentary milk in the mini fridge coffee amenities htt…","unknown","positive"
"1982","littleg thought it was the nespresso machine x","unknown","positive"
"1983","alinitytwitch this one is great without payingper cup for nespresso cups","joy","neutral"
"1984","momentonespresso nespresso ristrettobecause there is still some work to do today <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61> <U+2615><U+FE0F>","unknown","positive"
"1985","rt alinitytwitch any espresso connoisseurs i want to buy a machine something good not too expensive dont want nespresso dont feel…","joy","neutral"
"1986","any espresso connoisseurs i want to buy a machine something good not too expensive dont want nespresso dont feel like paying cup","joy","neutral"
"1987","we have inroom nespresso machines with milk frothers and complimentary milk in the mini fridge coffee amenities","unknown","positive"
"1988","sometimes pickmeup coffee seizetheday carpediem addicted nespresso lattelove…","unknown","positive"
"1989","sarahsprague sixangryghosts its true if an american hotel has an inroom nespresso machine its a victory","unknown","positive"
"1990","new best friendnespresso <U+2615><U+FE0F>","unknown","positive"
"1991","voysuelta draculaarg of course nespresso what else","unknown","positive"
"1992","morning cafe nespresso coffee travel travelblogger nespressomx","unknown","positive"
"1993","whats the pick up in relation with the nespresso d espresso machines lqowufq","joy","negative"
"1994","nofilter nyc brooklyn coffee coffeetime coffelover nespresso nespressousa nespresso half…","unknown","positive"
"1995","printing looks pretty tacky nespresso much prefer the look of the cubaña pods justsaying","joy","positive"
"1996","finallyhopefully fixing the nespresso machine","unknown","positive"
"1997","saturdays call for a macchiato caramelmacchiato nespresso cookingthecholowayencinitas…","unknown","negative"
"1998","nespresso ad comes on me i was probably due","unknown","positive"
"1999","capsules nespresso compatibles biodegradablesethical coffee familly pack","unknown","positive"
"2000","nespresso and chocolate time","unknown","positive"
"2001","jcrowd sounds like a good morning dont hesitate to try our recipesand share your creations cheers","joy","neutral"
"2002","good morning starting the day off right <U+2728> gtskombucha nespresso love iqtest coffee kombucha","joy","positive"
"2003","nespresso ahh that explains your chatty crew outside the boutique pity that they said it was just a training session going on","sadness","negative"
"2004","feel so tiredmaybedrop of nespresso will pick me up","joy","neutral"
"2005","great buy nespresso inissia espresso machine get now bestbuy at","joy","neutral"
"2006","espresso swirl <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> nespresso arpegio espresso coffeelover morning","unknown","positive"
"2007","rednextdoor nespresso does that mean its loud im looking for a quiet coffee maker my lavazza machine shakes the entire kitchen <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E63>","unknown","negative"
"2008","rt leventexyz coffee is nespresso real espresso can you make a real espresso with pods stworldproblems nespresso espresso …","unknown","positive"
"2009","rt emilymurf coffee addict nespresso","unknown","negative"
"2010","nasrullahztbl morning isnt morning without my nespressothanks for the favourite","unknown","positive"
"2011","heykatinka nespresso aww glad you love it enjoy","joy","positive"
"2012","rt nespressousa enjoy the perfect iced coffee without leaving home discover the simple step recipes…","joy","positive"
"2013","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"2014","nespresso i love you","joy","positive"
"2015","the doctor just said we have the ocd obsessive coffee disorder coffeelovers nespresso…","unknown","negative"
"2016","simonjpx additional sleeves of cafecito de cuba will be available later this fall find your nearest boutique here","unknown","neutral"
"2017","intensefoodcravingslavender iced nespresso coffeehonestly yum","unknown","positive"
"2018","its a good morning nespresso giornio coffee","joy","positive"
"2019","trying to wean my mum off nespresso with the coffee equivalent to methadone too bad they taste absolutely awful","fear","negative"
"2020","us cuba ddhh nestle’s nespresso now selling cuban coffee for us market a company isouthafrica africa","unknown","positive"
"2021","nestle’s nespresso now selling cuban coffee for us market a company is banking on the fact that you’ll wan","unknown","positive"
"2022","nestle’s nespresso now selling cuban coffee for us market","unknown","positive"
"2023","nestle’s nespresso now selling cuban coffee for us market a company is banking on the fact that you’ll wan","unknown","positive"
"2024","nestle’s nespresso now selling cuban coffee for us market a company is banking on the fact that you’ll wan","unknown","positive"
"2025","prodigioconnected nespresso machine iotlist","unknown","positive"
"2026","whats the datum far and wide the nespresso d espresso machines pysyzkw","unknown","positive"
"2027","im at nespresso boutique in torino to","unknown","positive"
"2028","i added a video to a youtube playlistnespresso lattissima how todescaling","unknown","positive"
"2029","bestpresso nespresso compatible gourmet coffee capsulesvariety packnatural espresso flavors","joy","positive"
"2030","brew a delicious cup of coffee with the magimix nespresso prodigiosmart coffee machinethis connected","unknown","neutral"
